Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
118099,France,"Les Origines contains 30% Syrah and 20% Mourvèdre, both matured in oak casks, so there's always some baking spices and a somewhat open texture. Cinnamon and clove join plum and licorice in this full-bodied, velvety wine. It's powerful and rich, with a long finish. Drink now–2025.",Domaine Grand Veneur Les Origines,93,70.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2012 Domaine Grand Veneur Les Origines Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Alain Jaume et Fils
2388,France,"This wine comes from a large family-owned estate on the island's east coast. It's loaded with bright fruit, crisp acidity and a rounded, ripe red berry-inflected aftertaste. Drink now.",,87,,France Other,Corse,,Roger Voss,@vossroger,Domaine Campu Vecchiu 2016 Rosé (Corse),Rosé,Domaine Campu Vecchiu
37806,France,"Crisp and tangy, this is all about acidity, red currant and a refreshing, bright aftertaste. It's lively on the palate, a wine that will be just right with summer food.",,85,,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Pilet 2014 Rosé (Bordeaux Rosé),Rosé,Château Pilet
60082,France,"This bright-pink medium-sweet wine is crisp, bright and with a clean soft texture. Light, lively and with an easy line in wild strawberry flavors, the wine is immediately ready to drink.",,86,14.0,Loire Valley,Rosé d'Anjou,,Roger Voss,@vossroger,Domaine du Petit Clocher 2016  Rosé d'Anjou,Rosé,Domaine du Petit Clocher
119161,France,The wine is smoky and toasty. It is extracted with bitter coffee flavors that dominate the fruit. Too much burnt wood will leave little room for fruitiness.,,83,16.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Fleur Haut Gaussens 2014  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Fleur Haut Gaussens
113982,France,"A pungent wine, this has crisp acidity and tight fruits. Lightness comes from the red-currant flavors and the tangy citrus texture. It is bone-dry and will be better with food.",Air de Famille,87,22.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Saint Roman d'Esclans 2015 Air de Famille Rosé (Côtes de Provence),Rosé,Domaine Saint Roman d'Esclans
84729,France,"This richly perfumed wine is firm with tannins, showing its high alcohol through a sharp peppery edge. It is dense and concentrated, almost too much so to pair with food.",,88,29.0,Bordeaux,Montagne-Saint-Émilion,,Roger Voss,@vossroger,Château La Bastienne 2009  Montagne-Saint-Émilion,Bordeaux-style Red Blend,Château La Bastienne
121304,France,"Obviously wood aged, the wine is rich and spicy, with bold fruits and rounded tannins. This is full of modern, smooth fruit flavors and will age relatively quickly.",Nathan,87,,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Matards 2010 Nathan  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Château des Matards
44002,France,"92-94 Barrel sample. Very rich, dense, pushing great blackberry fruits and ripe tannins. As always on the level of a classed growth.",Le Pavillon Rouge de Château Margaux Barrel sample,93,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Margaux 2009 Le Pavillon Rouge de Château Margaux Barrel sample  (Margaux),Bordeaux-style Red Blend,Château Margaux
10006,France,"While full and ripe in style, this wine is also quite dry. It's packed with crisp, youthful fruits, along with an intensely mineral texture that penetrates deep on the palate. Apple and lime juice pierce through the finish. Drink through 2021.",Cuvée Spéciale Brut Millesimé,91,75.0,Champagne,Champagne,,Roger Voss,@vossroger,Nicolas Feuillatte 2005 Cuvée Spéciale Brut Millesimé  (Champagne),Champagne Blend,Nicolas Feuillatte
59760,France,"This blend of 60% Syrah, 40% Grenache starts off with scents of charred beef and smoke, then adds coffee and blackberry flavors to give it plenty of complexity. The tannins are soft, lingering on the finish with traces of caramel and vanilla. Drink it now and over the next few years.",Cuvée Prestige,87,17.0,Languedoc-Roussillon,Minervois,,Joe Czerwinski,@JoeCz,Château du Donjon 2003 Cuvée Prestige Red (Minervois),Red Blend,Château du Donjon
57377,France,"A very rich nose suggests juicy yellow peach, orange zest and ripe mirabelle plums. The palate amplifies this on the one hand with a touch of residual sweetness; on the other it curbs and counters with freshness and a slightly bitter phenolic edge to create a balance. This is harmonious and rounded, generous and fruity with an off-dry finish.",Vieilles Vignes,89,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Marc Bernhard 2016 Vieilles Vignes Gewurztraminer (Alsace),Gewürztraminer,Jean-Marc Bernhard
6441,France,"A powerful and complex wine from an estate performing on its top form. Solid tannins, layers of wood and dark fruits combine to give a wine that offers both richness and a dense structure. This Haut-Bailly should age impressively and for many years.",,95,160.0,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Haut-Bailly 2010  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Bailly
39073,France,"Selected from parcels across the estate, this wine aims to reflect the totality of the appellation. It succeeds with its combination of minerality and ripe fruit. Oak, almond and citrus fruits are still right up front, showing that this is a young wine that will age well. Drink from 2018.",Tête de Cru,94,41.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Château de Fuissé 2014 Tête de Cru  (Pouilly-Fuissé),Chardonnay,Château de Fuissé
120975,France,"This big chocolate and blackberry jam-flavored wine has a dense texture and powerful potential. Solid and impressively ripe, it's full of both fruit and tannins. It obviously needs to age; drink from 2021.",,90,,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Labégorce Margaux 2012  Margaux,Bordeaux-style Red Blend,Château Labégorce Margaux
4377,France,"Full in the mouth, round and rich, the wine is finely structured, fresh and ripe at the same time. Delicious.",Alliance,91,32.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Daniel Barraud 2008 Alliance  (Pouilly-Fuissé),Chardonnay,Daniel Barraud
83866,France,"With some earthy aromas, this is a rich wine. It has weight, layers of wood and attractive strawberry flavor. The fruitiness is contained within a firm tannin shell that suggests the wine could age.",Clos de la Faille,89,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Albert Mann 2009 Clos de la Faille Pinot Noir (Alsace),Pinot Noir,Domaine Albert Mann
120349,France,"Some barnyard flavors give a rustic character. Fruit and acidity are there, leaving a wine with a crisp aftertaste even if not losing the rougher element.",Cep d'Or,84,,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez 2013 Cep d'Or Rosé (Côtes de Provence),Rosé,Les Maîtres Vignerons de la Presqu'île de Saint-Tropez
66427,France,"This tangy wine has attractive acidity and a tightly coiled mineral texture. Apple and lemon flavors shoot right through the bright, crisp texture. Drink from 2017.",,88,14.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Cave des Vignerons de Buxy 2014  Mâcon-Villages,Chardonnay,Cave des Vignerons de Buxy
97541,France,"La Nerthe's white is a blend of Clairette, Bourboulenc, Roussanne and Grenache Blanc. The result is a slightly floral wine that's full bodied yet lacking flesh on the midpalate. The apricot and citrus flavors finish with surprising freshness.",,87,50.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Château La Nerthe 2009 White (Châteauneuf-du-Pape),Rhône-style White Blend,Château La Nerthe
24429,France,"A small part of Château Peyrabon (Haut-Médoc) is in the Pauillac appellation and is vinified and bottled separately. The wine delivers great fruit and equal richness. It is spice, packed with black plum and berry flavors. It is a powerful dense wine to age for several years. Drink from 2023.",,92,29.0,Bordeaux,Pauillac,,Roger Voss,@vossroger,Château La Fleur Peyrabon 2014  Pauillac,Bordeaux-style Red Blend,Château La Fleur Peyrabon
26062,France,"From vines in the heart of the Entre-deux-Mers, the wine is fresh, fruity and light. It has red-currant flavors that are bright and crisp. It's perfumed by the Cabernet Franc that dominates the blend. Drink from 2018.",Réserve Vieilles Vignes,84,12.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Roustaing 2015 Réserve Vieilles Vignes  (Bordeaux),Bordeaux-style Red Blend,Château Roustaing
20097,France,"Upfront, ripe pear fruit plays on nose and palate. These fruit notes are boosted by slight residual sweetness that makes this wine off dry, counterbalanced by a pleasantly bitter pith note. Enjoy this with ripe, runny cheese for a successful combination.",,88,18.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Joseph Fritsch 2015 Pinot Gris (Alsace),Pinot Gris,Joseph Fritsch
33989,France,"Straightforward, perhaps even simple, but once again well-made inexpensive juice. At 80% Merlot, it is soft with berry and hint of tobacco predominating. The light fruit has pleasant cocoa shadings, and it has a poised finish with mild tannins.",,84,7.0,Bordeaux,Bordeaux,,,,Calvet 1998  Bordeaux,Bordeaux-style Red Blend,Calvet
25569,France,"From sand and granite soil, this firmly structured wine has dark tannins as well as the more familiar red-cherry flavors of Beaujolais. As it develops, it will become rich and fruity, juicy with good acidity. Drink from 2019.",Les Déduits,91,25.0,Beaujolais,Fleurie,,Roger Voss,@vossroger,Domaine Bertrand 2015 Les Déduits  (Fleurie),Gamay,Domaine Bertrand
9776,France,"Powerful and dense, this shows structured, ripe and concentrated black plum and dark cherry flavors. It has dense, firm tannins, which look likely to dominate the wine for many years, leaving a strong, dry aftertaste.",Clos de Vougeot,92,,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Domaine François Lamarche 2005 Clos de Vougeot  (Clos de Vougeot),Pinot Noir,Domaine François Lamarche
93209,France,"This wine is very juicy with fruit, but also exhibits a strong mineral element that adds texture and tightness. With acidity prominent, it seems to be a wine that will always be taut and firm.",,86,30.0,Bordeaux,Côtes de Bordeaux,,Roger Voss,@vossroger,Château Réaut 2011  Côtes de Bordeaux,Bordeaux-style Red Blend,Château Réaut
112960,France,"This wine is spicy, fruity and packed with herbal and lemon flavors. It will soon be a refreshing wine, lively and with swathes of acidity. Drink from late summer 2017.",,86,20.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Bonhoste 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château de Bonhoste
21361,France,"This bright, fruity wine has attractive acidity plus crisp sliced apple and green plum fruitiness. It is open, soft and ready to drink.",,86,,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Maison Champy 2015  Mâcon-Villages,Chardonnay,Maison Champy
122235,France,"This soft, fruity wine is pretty much ready to drink. With its red-berry fruits and fresh acidity it has a crisp side, although its round, ripe texture is so attractive. Drink from the end of 2016.",Le Charmois Premier Cru,88,40.0,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Au Pied du Mont Chauve 2012 Le Charmois Premier Cru  (Saint-Aubin),Pinot Noir,Au Pied du Mont Chauve
113871,France,"Notes of fresh sourdough rye bread, crisp apples and citrus vie for attention and signal an evolved wine with beautiful notes of long autolysis. This is borne out on the exquisitely pure and fresh palate, still sprightly with lemon and green-apple freshness against a background of bread crust and crumb. Over time, the apple notes mellow and are reminiscent of spiced winter apple. This is marked by exquisite elegance and purity. Without any dosage, this shines with pure, intense and lively fruit.",Brut Zéro,93,39.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Zusslin 2013 Brut Zéro Sparkling (Crémant d'Alsace),Sparkling Blend,Zusslin
99768,France,"While big, ripe and jammy, this wine has firm tannins and a dense texture. There is concentration, but the freshness is missing.",Mon Ange,88,,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château La Rose Poncet 2011 Mon Ange  (Castillon Côtes de Bordeaux),Bordeaux-style Red Blend,Château La Rose Poncet
12482,France,"Herbaceous and fruity, this has a textured character, with an orange zest note and a strong lemon juiciness. It's fresh and ready to drink, but it will likely age for a few years.",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Marac 2011  Bordeaux Blanc,Bordeaux-style White Blend,Château Marac
1784,France,"Perfumed, ripe and packed with blackberry fruits, this wine displays a great sense of elegance. It is fresh while the solid structure provides a contrast of tannins. The end shows acidity and fruitiness.",,91,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Lalande-Borie 2011  Saint-Julien,Bordeaux-style Red Blend,Château Lalande-Borie
50669,France,"Smooth and rich, this 50-50 blend of Gros Manseng and Petit Manseng has ripe flavors of peach and kiwi that are layered with acidity and hints of herb and honey. It's fruity, but it also shows a mineral-driven structure.",Fantaisie,87,20.0,Southwest France,Jurançon Sec,,Roger Voss,@vossroger,Château de Jurque 2011 Fantaisie  (Jurançon Sec),Gros and Petit Manseng,Château de Jurque
49200,France,"Very firm tannins coming from ripe black fruits give this structured wine, produced by the winemaking team from Château Montrose, a solid, dense feel. The core of dryness is surrounded by rich fruits and bright acidity. The wine presents the possibility of good aging; drink from 2018.",,92,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Tronquoy-Lalande 2011  Saint-Estèphe,Bordeaux-style Red Blend,Château Tronquoy-Lalande
119465,France,"This is a concentrated, extracted wine that's firm and hard-edged. It has some bitterness while the fruit is missing.",,83,,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Argadens 2011  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Argadens
